"Package","LinkedPackage"
"mkin","FME"
"MKmisc","R(>= 2.11.0)"
"MKmisc","stats"
"MKmisc","graphics"
"MKmisc","robustbase"
"MKmisc","RColorBrewer"
"mlbench","R (>= 2.10.0)"
"MLCM","R (>= 2.9)"
"MLCM","graphics"
"MLCM","stats"
"MLCM","utils"
"MLCM","base"
"MLDA","R (>= 2.9.2)"
"MLDS","R (>= 2.6)"
"MLDS","graphics"
"MLDS","stats"
"MLDS","utils"
"MLDS","base"
"mlmRev","lme4(>= 0.999375-19)"
"mlmRev","Matrix(>= 0.999375-9)"
"mlmRev","R(>= 2.6.0)"
"mlogit","R (>= 1.8.0)"
"mlogit","Formula"
"mlogit","statmod"
"mlogit","lmtest"
"mlogitBMA","R (>= 2.9.0)"
"mlogitBMA","BMA"
"mlogitBMA","abind"
"mlogitBMA","maxLik"
"mmcm","R (>= 2.10.1)"
"mmcm","mvtnorm"
"MMG","R (>= 2.6.0)"
"MNM","R (>= 2.9.2)"
"MNM","ellipse"
"MNM","ICS"
"MNM","ICSNP"
"MNM","SpatialNP"
"MNM","mvtnorm"
"MNM","survey"
"mnormt","R (>= 2.2.0)"
"MNP","R (>= 2.1)"
"MNP","MASS"
"MNP","utils"
"MOCCA","R (>= 2.0.0)"
"MOCCA","cclust"
"MOCCA","clv"
"modeest","R (>= 2.4.0)"
"ModelGood","R (>= 1.9.1)"
"ModelMap","R (>= 2.8.1)"
"ModelMap","randomForest"
"ModelMap","gbm"
"ModelMap","PresenceAbsence"
"ModelMap","rgdal"
"modeltools","stats"
"modeltools","stats4"
"modTempEff","mgcv"
"modTempEff","splines"
"moduleColor","R (>= 2.3.0)"
"moduleColor","stats"
"moduleColor","impute"
"moduleColor","grDevices"
"moduleColor","dynamicTreeCut"
"mokken","R (>= 2.8.1)"
"mombf","R (>= 2.5.0)"
"mombf","mvtnorm"
"mondate","utils"
"mondate","methods"
"monomvn","R (>= 2.4)"
"monomvn","pls"
"monomvn","lars"
"monomvn","MASS"
"monoProc","R (>= 2.4.1)"
"monoProc","methods"
"monreg","R (>= 2.0.0)"
"MortalitySmooth","R (>= 2.7.0)"
"MortalitySmooth","svcm"
"MplusAutomation","gsubfn"
"MplusAutomation","xtable"
"MplusAutomation","tcltk"
"MplusAutomation","plyr"
"MplusAutomation","relimp"
"mpm","R (>= 1.5)"
"mpm","MASS"
"mpm","KernSmooth"
"mprobit","R (>= 1.8.0)"
"MPV","R (>= 2.0.1)"
"mratios","R (>= 2.2.0)"
"mrdrc","R (>= 2.6.0)"
"mrdrc","drc"
"mrdrc","locfit"
"mrdrc","EffectiveDose"
"mritc","R (>= 2.11.1)"
"mritc","fmri (>= 1.3)"
"mritc","AnalyzeFMRI (>= 1.1-10)"
"mritc","misc3d
(>= 0.7-0)"
"mritc","lattice (>= 0.18-8)"
"mrt","R (>= 2.9.0)"
"msBreast","R (>= 2.5.0)"
"msBreast","RSQLite (>= 0.5-6)"
"MSBVAR","R (>= 2.11.0)"
"MSBVAR","KernSmooth"
"MSBVAR","xtable"
"MSBVAR","coda"
"MSBVAR","bit"
"MSBVAR","mvtnorm"
"msDilution","R (>= 2.5.0)"
"msDilution","RSQLite"
"mseq","R(>= 2.5)"
"mseq","gbm"
"mspath","methods"
"mspath","stats"
"msProcess","R (>= 2.5.0)"
"msProcess","methods"
"msProcess","graphics"
"msProcess","RSQLite (>= 0.5-6)"
"msProcess","wmtsa"
"msProcess","robust"
"msProcess","XML"
"msProcess","stats"
"msProstate","R (>= 2.5.0)"
"msProstate","RSQLite (>= 0.5-6)"
"mstate","survival"
"MSToolkit","R (>= 2.3.1)"
"MSToolkit","MASS"
"mtsc","ofp (>= 0.4.0)"
"mugnet","R (>= 2.9.0)"
"mugnet","methods"
"mugnet","catnet"
"muhaz","R(>= 2.3)"
"multcomp","stats"
"multcomp","graphics"
"multcomp","mvtnorm (>= 0.8-0)"
"multcomp","survival (>= 2.35-7)"
"multic","R (>= 2.2.0)"
"multicore","R (>= 2.0.0)"
"multilevel","nlme"
"multilevel","MASS"
"multinomRob","R (>= 1.7.1)"
"multinomRob","rgenoud (>= 2.9)"
"multinomRob","MASS (>= 7.1-8)"
"multinomRob","mvtnorm (>=
0.6-3)"
"multipol","abind"
"multisensi","R (>= 2.8.0)"
"multitaper","R (>= 2.11.1)"
"multmod","R (>= 2.6.0)"
"multmod","gtools"
"multmod","mvtnorm"
"multmod","sandwich"
"multmod","MASS"
"multtest","R (>= 2.9.0)"
"multtest","methods"
"multtest","Biobase"
"munfold","memisc"
"munfold","MASS"
"munsell","ggplot2"
"munsell","colorspace"
"muRL","maps"
"muS2RC","R (>= 2.6.0)"
"muS2RC","stats"
"muscor","R (>= 2.0.0)"
"mutoss","R (>= 2.8.0)"
"mutoss","multcomp (>= 1.1-0)"
"mutoss","methods"
"mutoss","plotrix"
"mutossGUI","R (>= 2.8.0)"
"mutossGUI","rJava (>= 0.8-0)"
"mutossGUI","JavaGD (>= 0.5-2)"
"mutossGUI","plotrix"
"mutossGUI","mutoss (>= 0.1-0)"
"mutossGUI","multcomp"
"muUtil","R (>= 2.6.0)"
"muUtil","muS2RC"
"muUtil","stats"
"mvabund","R (>= 2.10.0)"
"mvabund","methods"
"mvabund","Rcpp (>= 0.7.11)"
"mvbutils","R (>= 2.10)"
"mvbutils","utils"
"mvbutils","tools"
"mvgraph","StatDA"
"mvna","lattice"
"mvngGrAd","methods"
"mvngGrAd","stats"
"mvnmle","R (>= 1.2.0)"
"mvnormtest","stats"
"mvoutlier","R (>= 1.9.0)"
"mvoutlier","robustbase"
"mvoutlier","stats"
"mvpart","R (>= 2.2.0)"
"MVpower","R (>= 2.7.1)"
"MVpower","randomForest"
"MVpower","pamr"
"MVpower","kernlab"
"MVpower","class"
"mvsf","nortest"
"mvsf","mvnormtest"
"mvShapiroTest","stats"
"mvtBinaryEP","mvtnorm"
"mvtnorm","R(>= 1.9.0)"
"mvtnormpcs","R (>= 2.1.0)"
"nacopula","methods"
"nacopula","R (>= 2.9.1)"
"NADA","methods"
"NADA","survival"
"nbpMatching","methods"
"ncf","R (>= 2.8.0)"
"NeatMap","ggplot2"
"NeatMap","rgl"
"neldermead","optimbase"
"neldermead","optimsimplex"
"NestedCohort","R (>= 2.8.1)"
"NestedCohort","survival"
"NestedCohort","MASS"
"NetCluster","stats"
"NetCluster","sna"
"NetIndices","R (>= 2.01)"
"NetIndices","MASS"
"network","R (>= 2.0.0)"
"network","utils"
"networksis","ergm"
"networksis","network"
"neuralnet","R (>= 2.9.0)"
"neuralnet","grid"
"neuralnet","MASS"
"nFactors","R (>= 2.9.2)"
"nFactors","MASS"
"nFactors","psych"
"nFactors","boot"
"nFactors","lattice"
"nFDR","R (>= 2.0.1)"
"nice","R (>= 1.7.0)"
"NISTnls","stats"
"NISTnls","R (>= 2.2.0)"
"nlADG","R (>= 2.10.0)"
"nlADG","ggm"
"nlme","graphics"
"nlme","stats"
"nlme","R (>= 2.4.0)"
"nlmeODE","R (>= 1.7.1)"
"nlmeODE","odesolve"
"nlmeODE","nlme"
"nlmeODE","lattice"
"nlreg","R (>= 2.6.0)"
"nlreg","statmod"
"nlreg","survival"
"nlrwr","R (>= 2.0.0)"
"nlrwr","alr3"
"nlrwr","car"
"nlrwr","drc"
"nlrwr","HydroMe"
"nlrwr","lattice"
"nlrwr","lmtest"
"nlrwr","MASS"
"nlrwr","NISTnls"
"nlrwr","nlme"
"nlrwr","nls2"
"nlrwr","nlstools"
"nlrwr","NRAIA"
"nlrwr","sandwich"
"nls2","proto"
"nlstools","stats"
"nlt","EbayesThresh"
"nlt","adlift (>= 1.0-2)"
"nltm","survival"
"nltm","R (>= 2.8.1)"
"NMF","R (>= 2.10)"
"NMF","methods"
"NMF","stats"
"NMF","graphics"
"NMMAPSlite","R (>= 2.9.0)"
"NMMAPSlite","stashR"
"NMRS","Rwave"
"NMRS","FTICRMS"
"NMRS","tcltk"
"NMRS","tkrplot"
"nnc","R (>= 2.0.0)"
"nnc","class"
"nnc","nnet"
"nnDiag","sp"
"nnDiag","rgdal"
"nnDiag","spBayes"
"nnDiag","gplots"
"nnDiag","vcd"
"nnDiag","MASS"
"nnDiag","MBA"
"nnDiag","fields"
"nnDiag","yaImpute"
"nnDiag","geoR"
"nnet","R (>= 2.5.0)"
"nnet","stats"
"nnet","utils"
"nodeHarvest","quadprog"
"nodeHarvest","randomForest"
"noia","stats"
"nonparaeff","R (>= 1.8.0)"
"nonparaeff","lpSolve"
"nonparaeff","gdata"
"nonparaeff","Hmisc"
"nonparaeff","Design"
"nonparaeff","geometry"
"nonparaeff","psych"
"nonparaeff","pwt"
"nonrandom","lme4"
"nor1mix","R (>= 2.6.2)"
"nor1mix","stats"
"nor1mix","graphics"
"normalp","R (>= 1.5.0)"
"NORMT3","R (>= 2.0)"
"np","boot"
"np","cubature"
"nparcomp","multcomp"
"nparcomp","mvtnorm"
"nparLD","R (>= 2.6.0)"
"nparLD","MASS"
"npmc","mvtnorm"
"npmc","stats"
"npmc","R (>= 2.4.0)"
"npmlreg","R (>= 1.9)"
"npmlreg","statmod"
"npRmpi","boot"
"npRmpi","cubature"
"NRAIA","lattice"
"NRAIA","stats"
"nsRFA","stats"
"nsRFA","graphics"
"numDeriv","R (>= 1.8.1)"
"nws","R (>= 2.1)"
"nws","methods"
"oblique.tree","tree"
"oc","R (>= 2.3.1)"
"oc","pscl (>= 0.59)"
"oce","R (>= 0.99)"
"odesolve","R (>= 2.3.1)"
"odfWeave","R (>= 2.3.1)"
"odfWeave","lattice"
"odfWeave","XML"
"odfWeave.survey","odfWeave"
"odfWeave.survey","survey"
"OjaNP","R (>= 2.9.0)"
"OjaNP","ICS"
"OjaNP","ICSNP"
"OligoSpecificitySystem","tcltk"
"OligoSpecificitySystem","tkrplot"
"Oncotree","R (>= 2.3.1)"
"Oncotree","boot"
"onemap","tcltk"
"onemap","tkrplot"
"onemap","R (>= 2.5.0)"
"optBiomarker","R(>= 2.6.0)"
"optBiomarker","rpanel"
"optBiomarker","rgl"
"optimbase","Matrix"
"optimsimplex","optimbase"
"optimx","numDeriv"
"optimx","BB"
"optimx","ucminf"
"optimx","Rcgmin"
"optimx","Rvmmin"
"optimx","minqa"
"optimx","setRNG"
"optmatch","R (>= 2.6.0)"
"optparse","R (>= 2.9.0)"
"optparse","methods"
"optparse","getopt (>= 1.15)"
"optpart","cluster"
"optpart","labdsv"
"optpart","MASS"
"optpart","plotrix"
"orderbook","R (>= 2.11.0)"
"orderbook","methods"
"orderbook","graphics"
"orderbook","lattice"
"orderbook","hash"
"orderbook","grid"
"OrdFacReg","eha"
"OrdFacReg","MASS"
"ordinal","MASS"
"ordinal","ucminf"
"orientlib","R (>= 2.10.0)"
"orientlib","methods"
"orloca","methods"
"orloca.es","orloca (>= 3.2)"
"oro.dicom","R (>= 2.10.0)"
"oro.nifti","R (>= 2.10)"
"oro.nifti","grDevices"
"oro.nifti","graphics"
"oro.nifti","methods"
"oro.nifti","utils"
"orth","methods"
"orthogonalsplinebasis","methods"
"orthogonalsplinebasis","stats"
"orthogonalsplinebasis","graphics"
"orthopolynom","R (>= 2.0.1)"
"orthopolynom","polynom"
"ouch","R(>= 2.9.1)"
"ouch","methods"
"ouch","stats"
"ouch","graphics"
"ouch","subplex"
"outliers","R (>= 2.0)"
"oz","graphics"
"p3state.msm","R (>= 2.8.1)"
"p3state.msm","survival"
"p3state.msm","base"
"packClassic","graphics"
"packdep","R (>= 2.9.0)"
"packdep","igraph (>= 0.5.2)"
"packdep","utils"
"packdep","tools"
"packS4","methods"
"packS4","graphics"
"PairViz","TSP"
"PairViz","gtools"
"PairViz","graph"
"PairViz","methods"
"pairwiseCI","R (>= 2.2.0)"
"pairwiseCI","stats"
"pairwiseCI","exactRankTests"
"pairwiseCI","boot"
"pairwiseCI","mratios"
"pairwiseCI","binMto"
"pairwiseCI","MASS"
"pairwiseCI","MCPAN"
"paleoMAS","MASS"
"paleoMAS","vegan"
"paleoMAS","lattice"
"paltran","vegan"
"paltran","MASS"
"paltran","mgcv"
"pamctdp","R (>= 2.7.0)"
"pamctdp","ade4"
"pamctdp","xtable"
"pamm","R (>= 2.4.0)"
"pamm","lme4"
"pamm","mvtnorm"
"pamm","gmodels"
"pamr","cluster"
"pamr","survival"
"papply","R (>= 2.0.1)"
"paran","R (>= 1.8.0)"
"paran","MASS"
"pARccs","R (>= 2.8.1)"
"pARccs","e1071"
"pARccs","cba"
"pARccs","cluster"
"pARccs","gtools"
"pARccs","methods"
"parcor","MASS"
"parcor","glmnet"
"parcor","ppls"
"parcor","Epi"
"parcor","GeneNet"
"parser","R (>= 2.10.0)"
"partDSA","R (>= 2.5)"
"partitionMetric","R (>= 2.10.1)"
"partitions","polynom"
"party","R (>= 2.0.1)"
"party","methods"
"party","survival"
"party","grid"
"party","modeltools (>= 0.2-6)"
"party","coin (>= 0.6-4)"
"party","zoo"
"party","sandwich (>= 1.1-1)"
"party","strucchange"
"party","vcd"
"parviol","R (>= 2.9.1)"
"parviol","vioplot"
"pastecs","boot"
"pastecs","stats"
"PASWR","e1071"
"PASWR","MASS"
"PASWR","lattice"
"pathmox","plspm"
"pbatR","R (>= 2.0.0)"
"pbatR","survival"
"pbatR","rootSolve"
"PBSadmb","R (>= 2.7.0)"
"PBSadmb","PBSmodelling (>= 2.50)"
"PBSddesolve","R (>= 2.6.0)"
"PBSmapping","R (>= 2.6.0)"
"PBSmodelling","R (>= 2.7.0)"
"PBSmodelling","methods"
"pcalg","abind"
"pcalg","corpcor"
"pcalg","methods"
"pcalg","MASS"
"pcalg","graph"
"pcalg","ggm"
"pcalg","vcd"
"pcalg","RBGL"
"pcalg","sfsmisc"
"pcalg","robustbase"
"pcaPP","mvtnorm"
"PCS","statmod"
"PCS","multtest"
"pcurve","R(>= 1.9.0)"
"pcurve","mgcv"
"pcurve","vegan"
"pcurve","MASS"
"pcurve","stats"
"Peaks","R (>= 2.5)"
"pear","R (>= 2.0.0)"
"pec","R (>= 1.9.1)"
"pec","prodlim"
"pec","survival"
"pedantics","R (>= 2.4.0)"
"pedantics","MCMCglmm"
"pedantics","kinship"
"pedantics","grid"
"pedantics","MasterBayes"
"pedigree","Matrix"
"pedigree","HaploSim (>= 1.8.4)"
"pedigree","reshape"
"pedigreemm","methods"
"pedigreemm","R(>= 2.8.1)"
"pedigreemm","lme4 (>= 0.999375-28)"
"pedigreemm","Matrix (>=
0.999375-22)"
"pegas","R (>= 2.6.0)"
"pegas","ape (>= 2.4)"
"pegas","adegenet"
"penalized","methods"
"penalized","survival"
"penalizedSVM","e1071"
"penalizedSVM","MASS"
"penalizedSVM","corpcor"
"penalizedSVM","statmod"
"penalizedSVM","tgp"
"penalizedSVM","mlegp"
"penalizedSVM","lhs"
"pendensity","R (>= 2.8.1)"
"pendensity","lattice"
"pendensity","fda"
"peperr","snowfall"
"peperr","survival"
"PerformanceAnalytics","R (>= 2.9.0)"
"PerformanceAnalytics","zoo"
"PerformanceAnalytics","xts (>= 0.6-8)"
"perm","R (>= 2.2.1)"
"perm","stats"
"permax","R (>= 1.2)"
"PermuteNGS","qvalue"
"PET","adimpro (>= 0.4.2)"
"pgam","R (>= 2.9.0)"
"pgam","stats"
"pgam","utils"
"pgfSweave","stashR"
"pgfSweave","filehash"
"pgfSweave","tikzDevice"
"pgfSweave","cacheSweave"
"pgfSweave","getopt"
"pglm","R (>= 1.8.0)"
"pglm","maxLik"
"pglm","statmod"
"pglm","plm"
"pGLS","MASS"
"pgs","methods"
"pgs","gsl"
"pgs","R2Cuba"
"phangorn","quadprog"
"phangorn","ape (>= 2.5.2)"
"pheno","R (>= 2.1)"
"pheno","nlme"
"pheno","SparseM"
"pheno","quantreg"
"phitest","R (>= 2.7.0)"
"phmm","survival"
"phmm","lattice"
"phull","R (>= 2.0.0)"
"PhViD","LBE"
"PhViD","MCMCpack"
"PhViD","tcltk"
"phybase","Matrix"
"phybase","ape"
"phyclust","R (>= 2.6.0)"
"phyclust","ape"
"phylobase","methods"
"phylobase","grid"
"phylobase","ape(>= 2.1)"
"phylobase","Rcpp (>= 0.8.3)"
"phyloclim","ape"
"phyloclim","adehabitat"
"PHYLOGR","R(>= 1.8.1)"
"picante","ape"
"picante","vegan"
"picante","nlme"
"pixmap","methods"
"PK","R (>= 2.2.1)"
"PK","utils"
"PKfit","R (>= 2.8.0)"
"PKfit","stats4"
"PKfit","odesolve"
"PKfit","rgenoud"
"PKgraph","R (>= 2.7.0)"
"PKgraph","RGtk2"
"PKgraph","gWidgetsRGtk2"
"PKgraph","lattice"
"PKgraph","rggobi"
"PKgraph","ggplot2"
"PKmodelFinder","gWidgets"
"PKmodelFinder","tcltk"
"PKmodelFinder","tkrplot"
"PKmodelFinder","RGtk2"
"PKmodelFinder","gWidgetsRGtk2"
"PKmodelFinder","cairoDevice"
"PKmodelFinder","numDeriv"
"PKtools","methods"
"PKtools","lattice"
"PKtools","nlme"
"PKtools","R2HTML"
"PKtools","xtable"
"plan","R (>= 0.99)"
"playwith","R (>= 2.7.0)"
"playwith","lattice (>= 0.16-3)"
"playwith","cairoDevice"
"playwith","gWidgetsRGtk2
(>= 0.0-45)"
"playwith","grid"
"plgp","R (>= 2.4)"
"plgp","mvtnorm"
"plgp","tgp"
"plink","R (>= 2.11.1)"
"plink","methods"
"plink","lattice"
"plm","R (>= 1.8.0)"
"plm","stats"
"plm","kinship"
"plm","nlme"
"plm","Formula (>= 0.2-0)"
"plm","MASS"
"plm","sandwich"
"plotpc","grid"
"plRasch","survival"
"plsgenomics","R (>= 2.0.0)"
"plsgenomics","MASS"
"plspm","amap"
"plspm","diagram"
"plus","R (>= 2.4.0)"
"plus","grDevices"
"plus","graphics"
"plus","stats"
"plus","utils"
"PMA","R (>= 1.9.0)"
"PMA","plyr"
"pmg","lattice"
"pmg","MASS"
"pmg","proto"
"pmg","foreign"
"pmg","gWidgets(>= 0.0-36)"
"pmg","gWidgetsRGtk2(>= 0.0-53)"
"pmml","XML"
"png","R (>= 2.9.0)"
"poistweedie","R (>= 2.10.0)"
"poLCA","scatterplot3d"
"poLCA","MASS"
"polycor","R (>= 1.9.0)"
"polycor","mvtnorm"
"polycor","sfsmisc"
"polydect","R (>= 2.4.1)"
"polysat","combinat"
"polySegratio","gdata"
"polySegratioMM","polySegratio"
"polySegratioMM","coda"
"Pomic","stats"
"pomp","R(>= 2.9.1)"
"pomp","stats"
"pomp","methods"
"pomp","graphics"
"pooh","R (>= 2.4.1)"
"popPK","R (>= 2.10.0)"
"popPK","Hmisc"
"popPK","lattice"
"popPK","grid"
"portfolio","R (>= 2.4.0)"
"portfolio","methods"
"portfolio","graphics"
"portfolio","grid"
"portfolio","lattice"
"portfolio","nlme"
"portfolioSim","R (>= 2.4.0)"
"portfolioSim","methods"
"portfolioSim","lattice"
"portfolioSim","portfolio (>= 0.4-0)"
"POT","R (>= 1.8.0)"
"potts","R (>= 2.6.0)"
"powerMediation","R (>= 2.9.0)"
"powerMediation","stats"
"powerSurvEpi","R (>= 2.8.1)"
"PowerTOST","stats"
"PowerTOST","mvtnorm"
"ppls","splines"
"ppls","MASS"
"prabclus","R (>= 2.0)"
"prabclus","MASS"
"predbayescor","R (>= 2.5.1)"
"predmixcor","R (>= 1.5.0)"
"prefmod","stats"
"prefmod","gnm (>= 1.0-0)"
"prefmod","colorspace"
"PresenceAbsence","R (>= 2.2.0)"
"prim","R (>= 1.4.0)"
"prim","ks"
"primer","deSolve"
"primer","lattice"
"princurve","R (>= 1.9.0)"
"princurve","stats"
"princurve","graphics"
"ProbForecastGOP","R (>= 1.8.0)"
"ProbForecastGOP","RandomFields"
"ProbForecastGOP","fields"
"pROC","plyr"
"pROC","R (>= 2.10)"
"ProDenICA","gam"
"prodlim","R (>= 1.9.1)"
"prodlim","stats"
"prodlim","KernSmooth"
"prodlim","survival"
"profileModel","R (>= 2.6.0)"
"profr","R (>= 2.6.2)"
"profr","digest"
"proj4","R (>= 2.0.0)"
"ProjectTemplate","R (>= 2.7)"
"ProjectTemplate","reshape"
"ProjectTemplate","plyr"
"ProjectTemplate","stringr"
"ProjectTemplate","ggplot2"
"ProjectTemplate","testthat"
"proptest","survival (>= 2.35-4)"
"proto","R (>= 2.3.1)"
"proxy","R (>= 2.4.0)"
"PSAgraphics","R (>= 2.10.1)"
"pscl","R (>= 2.3.0)"
"pscl","MASS"
"pscl","stats"
"pscl","mvtnorm"
"pscl","coda"
"pscl","gam"
"pseudo","KMsurv"
"pseudo","geepack"
"psgp","intamap"
"PSM","MASS"
"PSM","numDeriv"
"PSM","odesolve"
"PSM","ucminf"
"pspline","R (>= 2.0.0)"
"pspline","stats"
"pspline","graphics"
"psychometric","multilevel"
"psychometric","nlme"
"psychometric","R(>= 2.11.0)"
"psychotree","R (>= 2.0.0)"
"psychotree","stats"
"psychotree","party"
"psychotree","strucchange"
"psyphy","R (>= 2.4.0)"
"psyphy","stats"
"psyphy","graphics"
"PTAk","tensor"
"ptinpoly","misc3d"
"pvclass","Matrix"
"pvclust","R (>= 1.8.0)"
"pwr","R (>= 1.8.0)"
"PwrGSD","survival"
"pyramid","R (>= 2.2.0)"
"qAnalyst","lattice"
"qAnalyst","MASS"
"qAnalyst","alr3"
"qAnalyst","SuppDists"
"QCA","R (>= 1.9.0)"
"QCA","lpSolve"
"QCAGUI","R (>= 2.1.0)"
"QCAGUI","tcltk"
"QCAGUI","grDevices"
"QCAGUI","utils"
"QCAGUI","QCA (>= 0.4-6)"
"QCAGUI","MASS"
"qcc","R (>= 2.9)"
"qlspack","R (>= 2.4.1)"
"qlspack","geepack (>= 1.0-12)"
"qlspack","utils"
"qp","R (>= 2.2.1)"
"qpcR","R (>= 2.0.0)"
"qpcR","MASS"
"qpcR","minpack.lm"
"qpcR","rgl"
"qpcR","cluster"
"qpcR","nlme"
"qpcR","minqa"
"QRMlib","R(>= 2.7.0)"
"QRMlib","methods"
"QRMlib","fSeries"
"QRMlib","mvtnorm"
"QRMlib","chron"
"QT","R (>= 2.9.2)"
"QT","Hmisc"
"QT","lattice"
"QT","SASxport"
"QT","grid"
"qtl","R (>= 2.4.0)"
"qtlbim","stats"
"qtlbim","qtl (>= 1.9.43)"
"qtlbim","lattice"
"qtlbim","coda"
"qtlbim","tools"
"qtlbim","MASS"
"qtlbook","qtl"
"QTLNetworkR","utils"
"QTLNetworkR","lattice"
"QTLNetworkR","grid"
"QTLNetworkR","gWidgets"
"QTLNetworkR","gWidgetsRGtk2"
"QuACN","graph"
"QuACN","RBGL"
"QuACN","igraph"
"QuACN","combinat"
"QuACN","Rgraphviz"
"quadprog","R (>= 2.7.0)"
"qualityTools","R(>= 2.9.0)"
"qualityTools","graphics"
"qualityTools","methods"
"qualV","R (>= 2.0.0)"
"qualV","KernSmooth"
"quantchem","R (>= 2.0)"
"quantchem","MASS"
"quantchem","outliers"
"quantmod","methods"
"quantmod","xts(>= 0.6-7)"
"quantmod","zoo"
"quantmod","Defaults"
"quantmod","TTR(>= 0.2)"
"quantreg","R (>= 2.6)"
"quantreg","stats"
"quantreg","SparseM"
"quantregForest","randomForest"
"quaternions","R (>= 2.1)"
"qvalue","tcltk"
"R.cache","R (>= 2.3.0)"
"R.cache","R.methodsS3 (>= 1.0.0)"
"R.cache","R.utils (>= 1.0.0)"
"R.filesets","R (>= 2.6.0)"
"R.filesets","R.methodsS3 (>= 1.2.0)"
"R.filesets","R.oo (>= 1.7.3)"
"R.filesets","R.utils
(>= 1.4.3)"
"R.filesets","digest (>= 0.4.2)"
"R.huge","R (>= 2.0.0)"
"R.huge","R.oo"
"R.huge","R.utils (>= 1.0.3)"
"R.matlab","R (>= 2.0.0)"
"R.matlab","R.oo"
"R.methodsS3","R (>= 2.2.0)"
"R.oo","R (>= 2.2.0)"
"R.oo","R.methodsS3 (>= 1.2.0)"
"R.oo","utils"
"R.rsp","R (>= 2.0.0)"
"R.rsp","R.oo"
"R.rsp","R.utils"
"R.utils","R (>= 2.5.0)"
"R.utils","R.oo (>= 1.7.3)"
"R2Cuba","methods"
"r2dRue","rgdal"
"r2dRue","sp"
"r2dRue","matrixStats"
"R2HTML","R (>= 2.0)"
"R2jags","methods"
"R2jags","R (>= 2.9.0)"
"R2jags","coda (>= 0.13)"
"R2jags","R2WinBUGS"
"R2jags","rjags (>=
2.1.0-4)"
"r2lh","methods"
"R2PPT","R (>= 2.2.0)"
"R2PPT","rcom"
"R2wd","R (>= 2.8.0)"
"R2wd","rcom"
"R2wd","rscproxy"
"R2wd","utils"
"R2WinBUGS","R (>= 2.5.0)"
"R2WinBUGS","coda (>= 0.11-0)"
"r4ss","R (>= 2.10.0)"
"r4ss","tcltk"
"rainbow","R (>= 2.6.0)"
"rainbow","hdrcde"
"rainbow","MASS"
"rainbow","pcaPP"
"rainbow","cluster"
"ramps","R (>= 2.5.1)"
"ramps","coda"
"ramps","fields"
"ramps","Matrix (>= 0.999375-10)"
"ramps","maps"
"ramps","methods"
"ramps","nlme"
"RandForestGUI","
party"
"RandForestGUI","randomForest"
"RandForestGUI","RColorBrewer"
"RandForestGUI","tcltk"
"RandForestGUI","tcltk2"
"RandForestGUI","MASS"
"RandForestGUI","vegan"
"RandForestGUI","Hmisc"
"RandForestGUI","clusterSim"
"RandForestGUI","rpart"
"RandForestGUI","car"
"RandForestGUI","sciplot"
"random","R (>= 2.8.0)"
"random.polychor.pa","psych"
"random.polychor.pa","nFactors"
"RandomFields","R (>= 2.6.0)"
"randomForest","R (>= 2.0.0)"
"randomForest","stats"
"randomLCA","R(>= 2.6.0)"
"randomLCA","lattice"
"randomLCA","nlme"
"randomLCA","boot"
"randomSurvivalForest","R (>= 2.8.0)"
"randtoolbox","R (>= 2.6.0)"
"randtoolbox","rngWELL"
"RandVar","R (>= 2.7.0)"
"RandVar","methods"
"RandVar","startupmsg"
"RandVar","distr(>= 2.0)"
"RandVar","distrEx(>=
2.0)"
"rangeMapper","R (>= 2.10.0)"
"rangeMapper","utils"
"rangeMapper","RSQLite"
"rangeMapper","sp"
"rangeMapper","rgdal"
"rangeMapper","maptools"
"rangeMapper","lattice"
"rangeMapper","RColorBrewer"
"rangeMapper","tcltk"
"rangeMapper","tcltk2"
"rangeMapper","pixmap"
"rangeMapper","classInt"
"RankAggreg","R (>= 2.4.0)"
"RankAggreg","gtools"
"RArcInfo","R (>= 2.3.0)"
"RaschSampler","stats"
"Rassoc","R (>= 2.6.0)"
"Rassoc","mvtnorm"
"raster","methods"
"raster","sp"
"raster","R (>= 2.8.0)"
"rateratio.test","R (>= 2.4.1)"
"rateratio.test","stats"
"Ratings","R (>= 2.2.0)"
"Ratings","coda (>= 0.10-3)"
"rattle","R (>= 2.8.0)"
"rattle","pmml (>= 1.2.13)"
"rattle","RGtk2"
"rattle","colorspace"
"rAverage","R (>= 2.8)"
"rAverage","methods"
"rAverage","tcltk"
"rAverage","foreign"
"RBGL","graph"
"RBGL","methods"
"RBloomberg","RDCOMClient"
"RBloomberg","zoo"
"RBloomberg","chron"
"rbounds","R (>= 2.7.1)"
"rbounds","Matching (>= 4.6-2)"
"rbounds","lattice"
"RC","igraph"
"rcdd","R (>= 2.4.1)"
"rcdk","R (>= 2.11.0)"
"rcdk","rJava"
"rcdk","rcdklibs"
"rcdk","fingerprint"
"rcdk","methods"
"rcdk","png"
"rcdk","iterators"
"rcdklibs","R (>= 2.0.0)"
"rcdklibs","rJava"
"Rcgmin","numDeriv"
"Rcmdr","R (>= 2.6.0)"
"Rcmdr","tcltk"
"Rcmdr","grDevices"
"Rcmdr","utils"
"Rcmdr","car (>= 2.0-0)"
"RcmdrPlugin.DoE","R (>= 2.8.0)"
"RcmdrPlugin.DoE","tcltk"
"RcmdrPlugin.DoE","DoE.base (>= 0.12)"
